time_s,accel_x_g,accel_y_g,accel_z_g
7.6415,-0.6105,-9.9168,0.0670
7.6446,-0.3903,-9.9072,0.1030
7.6476,-0.4118,-9.9742,0.1077
7.6506,-0.3472,-9.8713,0.1700
7.6537,-0.4357,-10.0844,0.0910
7.6567,-0.4094,-9.8282,0.0575
7.6598,-0.3950,-9.9527,0.1293
7.6628,-0.3926,-9.8713,0.1173
7.6659,-0.3926,-9.8306,0.1269
7.6689,-0.3974,-9.9671,0.1006
7.6720,-0.3903,-9.9359,0.0934
7.6750,-0.4238,-10.0892,0.1221
7.6781,-0.4693,-9.9503,0.1460
7.6811,-0.4357,-9.9742,0.0072
7.6842,-0.4405,-9.9264,0.0742
7.6873,-0.4070,-9.9575,0.1053
7.6903,-0.3735,-9.9455,0.1460
7.6934,-0.4453,-9.9192,0.1197
7.6964,-0.4310,-9.9096,0.0407
7.6995,-0.3711,-9.9671,0.0120
7.7026,-0.5962,-9.9024,0.0838
7.7057,-0.4094,-9.9120,0.0910
7.7088,-0.3639,-9.9120,0.1269
7.7118,-0.4429,-9.9383,0.2322
7.7149,-0.4453,-9.9240,0.0694
7.7179,-0.3974,-9.9192,0.1030
7.7210,-0.3783,-9.9551,0.1652
7.7240,-0.3735,-9.8138,0.2801
7.7270,-0.4094,-9.9288,0.0024
7.7301,-0.4693,-9.8114,0.1245
7.7331,-0.3663,-9.9575,0.0838
7.7362,-0.4405,-9.9311,0.1173
7.7392,-0.4310,-9.9048,0.0790
7.7423,-0.4022,-9.9862,0.1556
7.7453,-0.4142,-9.9216,0.0910
7.7484,-0.3711,-9.9671,0.0479
7.7514,-0.3759,-9.8641,0.1077
7.7545,-0.4645,-9.8881,0.1676
7.7575,-0.4070,-9.9335,0.1413
7.7606,-0.3735,-9.9048,0.1796
7.7636,-0.3783,-9.9216,0.1772
7.7666,-0.4094,-9.9503,0.0862
7.7697,-0.4142,-9.9072,0.1365
7.7727,-0.4046,-9.9096,0.1772
7.7758,-0.3783,-9.9072,0.0359
7.7788,-0.4381,-10.0772,0.0431
7.7819,-0.4262,-9.9383,0.0527
7.7849,-0.3903,-9.9359,0.0766
7.7880,-0.4621,-9.9048,0.2107
7.7910,-0.4357,-9.9168,0.1077
7.7941,-0.4645,-9.9144,0.1341
7.7971,-0.4812,-9.9359,0.0072
7.8002,-0.4453,-9.8785,0.1101
7.8032,-0.3998,-9.8928,0.2251
7.8064,-0.5148,-9.9527,0.1508
7.8094,-0.4166,-9.8904,0.0838
7.8125,-0.3663,-9.9096,0.1748
7.8155,-0.4549,-9.9024,0.0263
7.8186,-0.4453,-9.9718,0.0694
7.8217,-0.3974,-9.9096,0.0934
7.8247,-0.4310,-9.9575,0.0718
7.8278,-0.4142,-9.8162,0.0742
7.8308,-0.4238,-9.8952,0.1125
7.8339,-0.3998,-9.9575,0.1293
7.8369,-0.3974,-9.9168,0.2418
7.8400,-0.3950,-9.9168,0.0335
7.8430,-0.4501,-9.8785,0.1915
7.8461,-0.4573,-10.0796,0.0215
7.8491,-0.4310,-9.9527,0.2658
7.8522,-0.3879,-9.8210,0.2825
7.8552,-0.4357,-9.9359,0.0455
7.8583,-0.3903,-9.9838,0.1724
7.8613,-0.4166,-9.9000,0.0838
7.8644,-0.4286,-9.8904,0.1652
7.8674,-0.4310,-9.9311,0.1269
7.8705,-0.3974,-9.8785,0.0575
7.8735,-0.4214,-9.9072,0.0551
7.8765,-0.3903,-9.9695,0.1484
7.8796,-0.4190,-9.9264,0.1580
7.8826,-0.4166,-9.9216,0.1676
7.8857,-0.4405,-9.9527,0.0718
7.8888,-0.4142,-9.9311,0.1293
7.8918,-0.4405,-9.8785,0.0239
7.8948,-0.3926,-9.8138,0.1221
7.8979,-0.3615,-9.8114,0.0048
7.9009,-0.4070,-9.9216,0.1125
7.9040,-0.3926,-9.9479,0.0000
7.9070,-0.3759,-9.8282,0.0215
7.9101,-0.4357,-9.9575,0.2466
7.9132,-0.4357,-9.9647,0.0575
7.9163,-0.3759,-9.8521,0.0359
7.9193,-0.4046,-9.9527,0.0263
7.9224,-0.4022,-9.8976,0.1053
7.9255,-0.4310,-9.9838,0.0886
7.9285,-0.3711,-9.9144,0.1293
7.9316,-0.4693,-9.9359,0.1748
7.9346,-0.3615,-9.8928,0.0958
7.9377,-0.3735,-9.9479,0.0862
7.9407,-0.3855,-9.8904,0.1365
7.9438,-0.4405,-9.9575,0.1413
7.9468,-0.4142,-9.9168,0.1772
7.9499,-0.4453,-9.9096,0.0838
7.9529,-0.3304,-9.8737,0.1221
7.9560,-0.4501,-9.9024,0.0838
7.9591,-0.3112,-9.8378,0.0479
7.9621,-0.3567,-10.0676,0.1748
7.9654,-0.4286,-9.9862,0.0838
7.9684,-0.4094,-9.9479,0.0862
7.9715,-0.4142,-9.9288,0.0479
7.9745,-0.4022,-9.9623,0.0263
7.9776,-0.4453,-9.9311,0.0934
7.9806,-0.4429,-10.0030,0.0215
7.9837,-0.3807,-9.9647,0.0646
7.9867,-0.3855,-9.9766,0.0790
7.9898,-0.4142,-9.9695,0.0886
7.9928,-0.3256,-9.9671,0.1652
7.9959,-0.3879,-9.9551,0.0551
7.9989,-0.4310,-9.8952,0.1053
8.0020,-0.3926,-9.9503,0.2203
