time_s,accel_x_g,accel_y_g,accel_z_g
3.7500,-0.3831,-9.9407,0.2490
3.7531,-0.4022,-9.8474,0.0934
3.7561,-0.4094,-9.9575,0.1269
3.7592,-0.4525,-9.8737,0.0096
3.7623,-0.4381,-9.8928,0.0479
3.7653,-0.4190,-9.9216,0.1317
3.7684,-0.4094,-9.9479,0.1125
3.7714,-0.3974,-9.9096,0.1173
3.7745,-0.4094,-9.9216,0.1820
3.7775,-0.4046,-9.9551,0.0886
3.7806,-0.4381,-9.9264,0.0694
3.7836,-0.5818,-9.9240,0.1604
3.7867,-0.3855,-9.9383,0.0742
3.7897,-0.3136,-10.0724,0.0838
3.7928,-0.4238,-9.9168,0.1365
3.7958,-0.3472,-9.9311,0.0024
3.7990,-0.4070,-10.0604,0.0718
3.8022,-0.3663,-9.9383,0.0215
3.8052,-0.3926,-9.9479,0.0766
3.8083,-0.4525,-9.9311,0.0934
3.8114,-0.4405,-9.9599,0.0455
3.8144,-0.3831,-9.9742,0.0718
3.8175,-0.3591,-9.9216,0.0646
3.8206,-0.3855,-9.9120,0.1221
3.8236,-0.4310,-9.9359,0.1484
3.8267,-0.5746,-9.9407,0.0862
3.8297,-0.4046,-9.8162,0.0431
3.8328,-0.3735,-10.0461,0.1365
3.8359,-0.3663,-10.1059,0.0335
3.8389,-0.4118,-9.9096,0.0934
3.8420,-0.3711,-9.9024,0.1269
3.8451,-0.4286,-9.9503,0.0599
3.8481,-0.4621,-10.0030,0.0455
3.8512,-0.4070,-9.9048,0.0144
3.8542,-0.4908,-9.9359,0.0766
3.8573,-0.3735,-9.9695,0.0024
3.8604,-0.3543,-9.9527,0.0982
3.8634,-0.3950,-9.9790,0.0934
3.8665,-0.4214,-9.9647,0.0694
3.8696,-0.4286,-9.9096,0.0263
3.8726,-0.3950,-9.9120,0.1891
3.8757,-0.3903,-9.9575,0.1269
3.8787,-0.4310,-9.9192,0.1173
3.8818,-0.5722,-9.9503,0.0958
3.8849,-0.4142,-9.9168,0.0239
3.8879,-0.3184,-9.8857,0.0072
3.8910,-0.4214,-10.0485,0.0646
3.8941,-0.4286,-9.9431,0.1508
3.8971,-0.4932,-10.0628,0.1484
3.9002,-0.4405,-9.9527,0.2251
3.9033,-0.4429,-9.8952,0.1245
3.9065,-0.3974,-9.9455,0.1460
3.9095,-0.4860,-9.9766,0.1006
3.9126,-0.4573,-9.9000,0.1317
3.9156,-0.4310,-9.8857,0.1508
3.9189,-0.4166,-9.9335,0.1293
3.9220,-0.4477,-9.9599,0.0742
3.9251,-0.4501,-9.9503,0.0527
3.9282,-0.4166,-9.9264,0.0886
3.9312,-0.4046,-9.9455,0.1053
3.9343,-0.4094,-9.9311,0.0335
3.9373,-0.3998,-9.9407,0.0934
3.9404,-0.4405,-9.9192,-0.0024
3.9435,-0.4238,-9.9647,0.1389
3.9466,-0.4621,-9.9766,0.1748
3.9496,-0.4501,-9.9192,0.1269
3.9527,-0.3208,-9.9240,0.2083
3.9557,-0.3783,-9.9000,0.0838
3.9588,-0.3735,-9.8928,0.0646
3.9619,-0.4262,-9.9240,0.1077
3.9650,-0.3759,-9.9311,0.1077
3.9680,-0.3089,-10.0580,0.2753
3.9711,-0.4405,-9.9096,0.0934
3.9742,-0.4118,-9.8521,0.1365
3.9773,-0.4836,-9.9264,0.1125
3.9803,-0.4573,-9.8569,0.1317
3.9834,-0.3950,-9.8785,0.1101
3.9864,-0.3998,-9.9311,0.1030
3.9895,-0.4046,-9.9671,0.0862
3.9925,-0.3879,-9.9264,0.2155
3.9956,-0.4621,-9.9599,0.0359
3.9986,-0.4286,-9.9503,0.0838
4.0017,-0.3711,-9.9503,0.1556
4.0048,-0.3855,-9.9383,0.1676
4.0079,-0.3903,-9.9000,0.0838
4.0110,-0.3687,-9.9288,-0.0646
4.0141,-0.4669,-9.8976,0.0383
4.0172,-0.4238,-9.9599,0.0742
4.0202,-0.3783,-9.9623,0.0431
4.0233,-0.4357,-9.9359,0.1460
4.0264,-0.4190,-9.9599,0.0934
4.0294,-0.3663,-9.9766,0.1197
4.0325,-0.4190,-9.9599,0.0383
4.0355,-0.3950,-9.9072,0.0503
4.0386,-0.3639,-9.9742,0.1149
4.0417,-0.3639,-9.9838,0.1389
4.0447,-0.4573,-9.8904,0.0024
4.0478,-0.4094,-9.9527,0.1724
4.0508,-0.3879,-9.9096,0.1341
4.0539,-0.4525,-9.9671,0.0910
4.0570,-0.3974,-9.9072,0.0144
4.0600,-0.4310,-10.0724,0.1221
4.0631,-0.4669,-9.9503,0.0359
4.0662,-0.4022,-9.9072,0.2466
4.0692,-0.4142,-9.8976,0.1173
4.0723,-0.4597,-9.9335,0.1149
4.0754,-0.4405,-9.9288,0.2586
4.0784,-0.3855,-9.9096,0.0694
4.0815,-0.4070,-9.9120,0.1269
4.0845,-0.3903,-9.9431,0.1053
4.0876,-0.4166,-9.9264,0.0503
4.0907,-0.4214,-9.9623,0.1532
4.0937,-0.4525,-9.9503,0.0599
4.0968,-0.4405,-9.9479,0.1077
4.0998,-0.4118,-9.9072,0.0814
4.1029,-0.4549,-9.9120,0.1460
4.1060,-0.4310,-9.9575,0.0024
4.1090,-0.3089,-9.9599,0.1365
4.1121,-0.5531,-9.9311,0.1293
4.1153,-0.4381,-9.9048,0.0646
4.1184,-0.4405,-9.9599,0.0479
4.1214,-0.4286,-9.9311,0.0239
4.1245,-0.4549,-9.9024,0.1077
4.1276,-0.3543,-9.9335,0.1437
4.1307,-0.3950,-9.9168,0.1245
4.1338,-0.4405,-9.8904,0.0575
4.1368,-0.4357,-9.9862,0.1389
4.1399,-0.3543,-9.8114,0.1820
4.1430,-0.3783,-9.9144,0.0192
4.1460,-0.4310,-9.9599,0.0646
4.1491,-0.4214,-9.9288,0.2658
4.1521,-0.4046,-9.9359,0.0790
4.1552,-0.3903,-9.9407,0.0048
4.1583,-0.4549,-9.9240,0.0958
4.1613,-0.4453,-9.9311,0.0383
4.1644,-0.4549,-9.9551,0.1125
4.1675,-0.4262,-9.9431,0.0694
4.1705,-0.3711,-9.9096,0.1508
4.1736,-0.3855,-9.8474,0.1197
4.1766,-0.3974,-9.9934,0.1580
4.1797,-0.3591,-9.9838,0.0766
4.1828,-0.4142,-9.9264,0.1006
4.1859,-0.4166,-9.9575,0.1652
4.1890,-0.4645,-10.0916,0.1484
4.1920,-0.4310,-9.9575,0.0024
4.1951,-0.4094,-9.8138,0.2514
4.1982,-0.4549,-9.9455,0.0694
4.2012,-0.4860,-9.9264,0.0910
4.2043,-0.4549,-9.9862,0.1508
4.2073,-0.4717,-9.9431,0.0335
4.2104,-0.4381,-9.9599,0.2849
4.2135,-0.4836,-9.9168,0.1245
4.2165,-0.3831,-9.9599,0.0862
4.2197,-0.3950,-9.9455,0.1077
4.2229,-0.4094,-9.9599,0.0263
4.2259,-0.4142,-9.9527,0.2155
4.2290,-0.4477,-9.8976,0.0982
4.2320,-0.3352,-9.9240,0.1915
4.2351,-0.3998,-9.9575,0.1413
4.2382,-0.4669,-9.9144,0.0622
4.2413,-0.4214,-9.9599,0.3017
4.2444,-0.3879,-9.9647,0.0790
4.2475,-0.4669,-9.9575,0.0934
4.2505,-0.3950,-9.9575,0.1197
4.2536,-0.3974,-9.9407,0.0790
4.2567,-0.3567,-9.9647,0.0910
4.2597,-0.3639,-9.9168,0.1604
4.2628,-0.3974,-9.9647,0.0910
4.2658,-0.4310,-9.9264,0.1820
4.2689,-0.5171,-9.9335,0.0814
4.2720,-0.4286,-9.8090,0.1030
4.2750,-0.5291,-9.9096,0.1125
4.2781,-0.4166,-10.0030,0.1556
4.2811,-0.3112,-9.9335,0.0622
4.2842,-0.4166,-9.9479,0.0024
4.2872,-0.4645,-10.0820,0.0455
4.2903,-0.4573,-9.9359,0.1341
4.2933,-0.3903,-9.9647,0.1820
4.2964,-0.4381,-9.9431,0.2849
4.2994,-0.3998,-9.9455,0.0287
4.3025,-0.3926,-9.9599,0.1149
4.3055,-0.3926,-9.9240,0.1197
4.3086,-0.4549,-9.8904,0.1700
4.3116,-0.3663,-9.9431,0.0622
4.3147,-0.4142,-9.8833,0.1460
4.3177,-0.3998,-9.9072,0.1508
4.3208,-0.3472,-9.9766,0.0838
4.3240,-0.4310,-9.9383,0.1317
4.3271,-0.3352,-9.9096,0.3017
4.3302,-0.3855,-9.8210,0.0383
4.3332,-0.3950,-9.9599,0.0862
4.3363,-0.3903,-9.9527,0.0718
4.3393,-0.4262,-9.9335,0.0814
4.3424,-0.3759,-9.9599,0.2586
4.3454,-0.4166,-9.9311,0.0694
4.3485,-0.3663,-9.8928,0.0072
4.3515,-0.3711,-9.9599,0.0622
4.3546,-0.4717,-9.8641,0.1269
4.3576,-0.3974,-9.9288,0.1053
4.3607,-0.4118,-9.9407,0.1030
4.3637,-0.4405,-9.9311,0.1077
4.3668,-0.3089,-9.9695,0.1197
4.3699,-0.3615,-9.9216,0.0958
4.3729,-0.4357,-9.9383,0.1149
4.3760,-0.4118,-9.9120,0.0407
4.3790,-0.4549,-9.9479,0.1221
4.3821,-0.4214,-9.9096,0.2035
4.3851,-0.3926,-9.9288,0.0383
4.3882,-0.4429,-9.9503,0.0694
4.3912,-0.3879,-10.0940,0.2466
4.3943,-0.4693,-9.9383,0.1317
4.3973,-0.4310,-9.9335,0.1700
4.4004,-0.4094,-9.9264,0.0838
4.4034,-0.4525,-9.9766,0.1030
4.4065,-0.3926,-9.9168,0.1628
4.4095,-0.3926,-9.9264,0.0599
4.4126,-0.4525,-9.8833,0.0886
4.4156,-0.4046,-9.9407,0.1006
4.4187,-0.3998,-9.9024,0.0670
4.4217,-0.4357,-9.9264,0.0670
4.4248,-0.4142,-9.9311,0.1269
4.4278,-0.4693,-9.9455,0.1077
4.4309,-0.4453,-9.9742,0.1772
4.4340,-2.2194,-4.1492,0.2059
4.4371,-4.9919,-10.0963,-4.4149
4.4401,6.3542,-16.5487,-8.5569
4.4432,0.7757,-16.9773,0.3711
4.4462,-7.8458,-6.1052,-0.2251
4.4493,-0.5674,-10.4627,-2.2338
4.4524,10.1299,-19.0004,-1.1660
4.4555,-1.1420,-1.2594,0.9409
4.4586,-0.8715,-6.7540,0.3112
4.4617,-6.0382,-8.9040,0.7781
4.4647,-0.7925,-11.5855,-11.8082
4.4678,0.0072,-19.6133,-1.9609
4.4709,-18.3037,-3.9361,4.0797
4.4740,0.3280,-2.3439,-4.1515
4.4771,14.5561,-5.6407,0.6129
4.4802,9.2129,-10.3908,0.1413
4.4832,0.8906,-10.2232,0.2658
4.4863,0.2562,-10.2639,0.1030
4.4893,-0.3735,-9.9527,0.2729
4.4924,-0.4094,-9.9240,0.0335
4.4954,-0.4214,-9.9288,0.1413
4.4985,-0.4573,-9.9168,0.0575
4.5015,-0.2969,-9.9814,0.0239
4.5046,-0.4142,-9.8809,0.1341
4.5076,-0.3855,-9.9192,0.0982
4.5107,-0.4262,-9.9742,0.0551
4.5137,-0.4836,-9.9695,0.0024
4.5168,-0.3448,-9.9599,0.1053
4.5198,-0.4549,-9.8713,0.2011
4.5229,-0.3974,-9.9671,0.1389
4.5259,-0.4238,-9.8928,0.1006
4.5290,-0.4357,-10.0892,0.1556
4.5320,-0.4190,-9.9383,0.1748
4.5351,-0.3998,-9.9742,0.1293
4.5382,-0.3424,-9.9335,0.1580
4.5413,-0.3472,-9.8210,0.0024
4.5443,-0.4357,-9.8713,0.0311
4.5474,-0.4046,-9.9120,0.0359
4.5505,-0.4717,-9.9096,0.0742
4.5535,-0.4046,-9.9407,0.2035
4.5566,-0.4166,-9.9024,0.0431
4.5596,-0.4190,-9.9575,0.0431
4.5627,-0.4621,-9.9168,0.0599
4.5657,-0.3304,-9.8665,0.1460
4.5688,-0.4573,-9.9192,0.1030
4.5718,-0.3711,-9.9647,0.0670
4.5749,-0.4501,-9.8904,0.0718
4.5779,-0.4094,-9.9479,0.1173
4.5810,-0.3926,-9.9599,0.0622
4.5840,-0.4238,-9.9407,0.1891
4.5871,-0.5962,-9.8114,0.0072
4.5902,-0.3879,-10.1059,0.0287
4.5932,-0.3711,-9.9551,0.2011
4.5963,-0.4286,-9.9311,0.2729
4.5993,-0.4118,-9.9479,0.0287
4.6023,-0.4310,-9.9311,0.0000
4.6054,-0.4118,-9.9311,0.0790
4.6084,-0.4405,-9.9647,0.1341
4.6115,-0.4597,-9.8569,0.0144
4.6145,-0.3903,-9.8809,0.1197
4.6176,-0.3639,-9.9455,0.1125
4.6206,-0.3831,-9.9264,0.1772
4.6237,-0.4429,-9.9431,0.0934
4.6267,-0.4262,-9.9623,0.2035
4.6298,-0.4429,-9.9431,0.1030
4.6328,-0.4238,-9.8976,0.1293
4.6359,-0.5914,-9.8976,0.1341
4.6389,-0.3208,-9.9479,0.0910
4.6422,-0.5962,-9.9216,0.1437
4.6453,-0.4573,-9.9359,0.0168
4.6483,-0.4214,-10.0054,0.1197
4.6514,-0.4070,-9.9024,0.1197
4.6545,-0.3687,-9.9096,0.0838
4.6575,-0.4166,-9.8761,0.1245
4.6606,-0.3926,-9.9216,0.1269
4.6636,-0.4286,-9.9431,0.1173
4.6667,-0.4501,-9.9455,0.0742
4.6698,-0.3735,-9.9168,0.0455
4.6728,-0.3855,-9.9455,0.2059
4.6759,-0.4405,-9.9814,0.1053
4.6789,-0.4286,-9.8857,0.1389
4.6820,-0.4166,-9.9503,0.0838
4.6851,-0.5938,-10.0724,0.0862
4.6881,-0.3328,-9.9623,0.1269
4.6912,-0.4070,-9.8689,0.0287
4.6942,-0.4118,-9.9240,0.1101
4.6973,-0.3974,-9.9024,0.1484
4.7004,-0.4142,-9.9431,0.0862
4.7034,-0.4334,-9.9742,0.1293
4.7065,-0.4166,-9.9431,0.1101
4.7095,-0.4166,-9.9000,0.0814
4.7126,-0.4549,-9.9144,0.0958
4.7157,-0.4262,-9.9240,0.0311
4.7187,-0.4621,-9.9144,0.0982
4.7218,-0.4094,-9.9240,0.1484
4.7248,-0.3783,-9.9551,0.1173
4.7281,-0.5866,-9.9240,0.1963
4.7312,-0.5890,-9.9264,0.0718
4.7342,-0.4334,-9.9575,0.1508
4.7373,-0.3615,-10.1059,0.0670
4.7404,-0.3974,-10.0940,0.0814
4.7434,-0.4310,-9.9718,0.0575
4.7466,-0.3950,-9.9862,0.1844
4.7497,-0.3615,-9.9120,0.0862
4.7528,-0.4525,-9.8928,0.0862
4.7558,-0.4214,-9.9096,0.0311
4.7589,-0.3903,-9.9264,0.0215
4.7619,-0.3280,-9.9024,0.0359
4.7650,-0.4310,-9.8857,0.1221
4.7681,-0.4238,-9.9742,0.0886
4.7711,-0.4166,-10.0772,0.1245
4.7742,-0.3591,-9.9527,0.1987
4.7773,-0.4429,-9.9431,0.0072
4.7803,-0.4166,-10.0485,0.1197
4.7834,-0.4238,-10.1035,0.0431
4.7864,-0.4022,-9.9599,0.0239
4.7895,-0.4046,-9.9551,0.1460
4.7925,-0.4357,-9.9335,0.0479
4.7956,-0.4238,-9.9072,0.1077
4.7987,-0.3256,-9.9311,0.1030
4.8017,-0.4166,-9.9072,0.0814
4.8048,-0.4046,-9.9527,0.2346
4.8079,-0.4094,-9.9335,0.0694
4.8109,-0.4214,-9.9240,0.1772
4.8140,-0.4525,-9.9168,0.1389
4.8170,-0.4046,-9.9192,0.1006
4.8201,-0.4046,-9.8282,0.1053
4.8232,-0.3903,-10.0868,0.0311
4.8262,-0.4334,-9.9455,0.0982
4.8293,-0.3519,-9.8928,0.0239
4.8324,-0.4334,-9.9120,0.1532
4.8354,-0.4334,-9.9599,0.1939
4.8385,-0.4525,-9.9168,0.1508
4.8415,-0.4501,-10.0102,0.0599
4.8446,-0.4190,-9.9024,0.1508
4.8477,-0.4405,-9.9168,0.1269
4.8507,-0.3448,-9.9072,0.0359
4.8539,-0.4549,-9.9503,0.1508
4.8570,-0.4453,-9.9000,0.0551
4.8600,-0.4286,-9.9742,0.1413
4.8631,-0.4597,-9.9383,0.1101
4.8661,-0.3950,-9.9000,0.1221
4.8692,-0.5650,-9.9431,0.2083
4.8723,-0.3903,-10.0437,0.1197
4.8753,-0.3950,-9.9216,0.2586
4.8784,-0.3879,-9.9072,0.1197
4.8814,-0.3926,-9.9359,0.0670
4.8845,-0.4286,-9.9599,0.0479
4.8876,-0.4860,-9.8904,0.1460
4.8907,-0.3855,-9.9575,0.2274
4.8937,-0.3232,-9.9718,0.1532
4.8968,-0.4477,-10.0006,0.1245
4.8998,-0.4094,-9.9910,0.0694
4.9029,-0.3184,-9.9623,0.0934
4.9059,-0.3903,-9.9455,0.1341
4.9090,-0.5962,-9.8904,0.1030
4.9120,-0.3903,-9.9072,0.1820
4.9151,-0.4022,-9.8378,0.1556
4.9182,-0.4238,-9.9120,0.1053
4.9212,-0.4501,-9.9527,0.0479
4.9243,-0.4214,-9.9671,0.1125
4.9273,-0.4094,-9.9264,0.1341
4.9304,-0.3950,-9.8689,0.2251
4.9334,-0.3855,-9.9527,0.1700
4.9365,-0.3807,-9.9024,0.0790
4.9395,-0.3759,-9.9790,0.0287
4.9426,-0.4357,-9.8833,0.0287
4.9456,-0.4549,-9.9431,0.1652
4.9487,-0.4310,-9.9216,0.1006
4.9517,-0.3591,-9.8809,0.0982
4.9548,-0.3472,-9.9168,0.0503
4.9580,-0.4693,-9.9144,0.1532
4.9611,-0.3998,-9.9527,0.1293
4.9642,-0.4214,-10.0892,0.0694
4.9673,-0.4381,-10.0916,0.1053
4.9704,-0.4429,-9.9599,0.0263
4.9735,-0.4094,-9.8833,0.1173
4.9765,-0.4238,-9.9575,0.1173
4.9796,-0.3974,-9.9503,0.1317
4.9827,-0.4046,-9.9551,0.1508
4.9858,-0.4501,-9.8833,0.1269
4.9888,-0.4405,-9.8809,0.1604
4.9919,-0.3998,-9.9335,0.1580
4.9949,-0.3903,-9.8689,0.0766
4.9980,-0.3879,-9.9431,0.1006
5.0011,-0.4381,-9.9168,0.1556
5.0041,-0.4070,-9.9455,0.1053
5.0072,-0.4070,-9.9599,0.1508
5.0102,-0.5962,-9.8138,0.0646
5.0133,-0.4597,-9.9240,0.0455
5.0164,-0.4597,-9.9383,0.0455
5.0194,-0.4118,-9.9096,0.0838
5.0225,-0.3950,-9.8904,0.1006
5.0255,-0.4381,-9.9910,0.1700
5.0286,-0.3519,-9.9599,0.1891
5.0317,-0.4262,-9.9264,0.1245
5.0347,-0.4046,-9.9431,0.0718
5.0378,-0.4405,-9.9407,0.1030
5.0408,-0.3711,-9.9982,0.0694
5.0439,-0.4334,-9.9455,0.1389
5.0470,-0.4070,-9.9503,0.0910
5.0500,-0.4166,-9.9431,0.0575
5.0531,-0.3687,-10.1059,0.1437
5.0561,-0.5531,-10.1035,0.0982
5.0593,-0.4525,-9.9120,0.1604
5.0626,-0.3567,-9.9216,0.1245
5.0659,-0.4046,-9.9120,0.1101
5.0690,-0.3591,-9.9072,0.0814
5.0721,-0.3711,-9.9335,0.1389
5.0752,-0.4166,-9.9479,0.0982
5.0782,-0.3256,-9.9431,0.2322
5.0812,-0.3807,-9.9527,0.0622
5.0843,-0.4118,-9.9168,0.0168
5.0874,-0.4597,-9.9192,0.1149
5.0904,-0.4334,-9.9024,0.0838
5.0935,-0.3783,-9.9216,0.0718
5.0965,-0.3663,-9.9431,0.1221
5.0995,-0.4166,-9.9096,0.1030
5.1026,-0.3591,-9.9168,0.0694
5.1056,-0.4214,-9.9718,0.0766
5.1087,-0.4597,-9.9503,0.0838
5.1117,-0.4453,-9.8928,0.1030
5.1147,-0.3974,-9.9503,0.0886
5.1178,-0.3519,-9.9359,0.0886
5.1208,-0.4214,-9.9024,0.1317
5.1238,-0.4310,-9.9647,0.1317
5.1269,-0.4717,-9.9216,0.0072
5.1299,-0.4310,-9.9623,0.1341
5.1329,-0.4166,-9.9024,0.0503
5.1360,-0.4477,-9.8785,0.1437
5.1390,-0.5483,-9.9240,0.1006
5.1421,-0.4190,-9.9240,0.1556
5.1451,-0.4094,-9.9240,0.1700
5.1481,-0.5794,-9.8306,0.1077
5.1512,-0.4310,-9.9695,0.0718
5.1542,-0.5770,-9.9096,0.1293
5.1573,-0.4573,-9.8114,0.1221
5.1603,-0.4070,-9.8737,0.0694
5.1633,-0.3879,-9.9144,0.2059
5.1664,-0.3711,-9.9814,0.1197
5.1696,-0.3855,-9.8761,0.0215
5.1727,-0.3974,-9.9192,0.1077
5.1757,-0.4405,-9.9264,0.1365
5.1788,-0.4118,-9.8904,0.1413
5.1819,-0.4142,-9.8881,0.0886
5.1850,-0.4094,-9.8809,0.1149
5.1881,-0.4310,-9.9288,0.1317
5.1912,-0.3926,-9.9144,0.0503
5.1942,-0.4070,-9.9192,0.0192
5.1974,-0.4094,-9.8234,0.1053
5.2005,-0.4477,-9.9120,0.1125
5.2035,-0.4070,-9.9479,0.1484
5.2066,-0.3998,-9.9216,0.0335
5.2097,-0.4621,-10.0054,0.1173
5.2127,-0.4501,-9.9527,0.0886
5.2158,-0.4070,-9.9024,0.0599
5.2188,-0.4477,-9.9096,0.1197
5.2219,-0.3639,-9.9096,0.0934
5.2250,-0.4142,-9.9479,0.0718
5.2280,-0.3376,-9.8713,0.0215
5.2311,-0.4573,-9.8474,0.0814
5.2342,-0.4094,-10.0724,0.1030
5.2372,-0.3711,-9.9671,0.0742
5.2403,-0.4405,-9.9288,0.1149
5.2434,-0.4334,-9.8809,0.0551
5.2464,-0.4070,-9.9551,0.0910
5.2495,-0.3903,-9.9168,0.3017
5.2526,-0.3950,-9.9120,0.2897
5.2556,-0.3639,-9.9407,0.0024
5.2587,-0.4381,-9.9120,0.1508
5.2618,-0.4669,-9.9599,0.1508
5.2649,-0.3879,-9.9288,0.1437
5.2680,-0.4238,-9.9311,0.1700
5.2711,-0.4453,-9.9144,0.0934
5.2743,-0.4429,-9.9359,0.2514
5.2774,-0.5866,-9.8785,0.1317
5.2805,-0.4238,-9.9599,0.2466
5.2835,-0.4142,-9.9335,0.0287
5.2867,-0.4022,-9.9144,0.1556
5.2897,-0.3926,-9.8569,0.1125
5.2928,-0.4142,-9.9192,0.1101
5.2959,-0.3711,-9.9407,0.2035
5.2989,-0.3807,-9.9311,0.1748
5.3020,-0.4549,-9.9216,0.1269
5.3051,-0.3903,-9.9120,0.1460
5.3081,-0.4262,-9.9048,0.1221
5.3112,-0.4118,-9.9311,0.1077
5.3142,-0.3783,-9.8162,0.1484
5.3173,-0.4357,-9.8282,0.1413
5.3204,-0.3950,-9.8928,0.0024
5.3234,-0.3974,-9.8545,0.0814
5.3265,-0.3639,-9.9359,0.0670
5.3296,-0.4118,-9.9599,0.1101
5.3326,-0.4070,-9.9168,0.1891
5.3357,-0.4022,-9.9647,0.2322
5.3387,-0.4214,-9.9838,0.0958
5.3418,-0.4118,-9.8857,0.1173
5.3449,-0.3591,-9.9359,0.0958
5.3479,-0.3879,-9.9479,0.1269
5.3510,-0.6033,-9.9862,0.1413
5.3541,-0.4501,-9.8976,0.0311
5.3571,-0.4525,-9.9575,0.0072
5.3602,-0.3974,-9.8210,0.1197
5.3632,-0.3950,-9.9790,0.1293
5.3663,-0.5866,-9.9264,0.2825
5.3694,-0.4310,-10.0054,0.2610
5.3725,-0.4214,-9.9168,0.2059
5.3755,-0.4884,-9.8210,0.1915
5.3787,-0.4357,-9.9671,0.1125
5.3818,-0.4621,-9.9096,0.1365
5.3849,-0.3807,-9.9766,0.0910
5.3879,-0.3974,-9.9838,0.0886
5.3910,-0.4357,-9.9288,0.1389
5.3941,-0.4884,-9.9862,0.0958
5.3972,-0.4070,-9.9335,0.1676
5.4002,-0.4262,-9.9288,0.1676
5.4033,-0.4142,-9.8210,0.0383
5.4063,-0.3232,-9.9192,0.1484
5.4094,-0.4357,-9.9024,0.1221
5.4125,-0.3735,-10.0748,0.0694
5.4155,-0.4669,-9.9503,0.0838
5.4186,-0.3926,-9.9120,0.1365
5.4216,-0.3711,-9.9695,0.1724
5.4247,-0.4238,-9.8952,0.0383
5.4277,-0.3639,-9.9551,0.0886
5.4308,-0.4381,-9.9359,0.1030
5.4339,-0.4118,-9.9072,0.1604
5.4369,-0.4070,-9.9000,0.0982
5.4400,-0.4046,-9.9192,0.0814
5.4430,-0.4094,-10.0173,0.1532
5.4461,-0.3711,-9.9096,0.0790
5.4492,-0.3519,-9.8809,0.1173
5.4522,-0.4501,-9.9120,0.1221
5.4553,-0.4094,-9.9503,0.1317
5.4584,-0.4166,-9.8952,0.2610
5.4614,-0.4070,-9.8904,0.1173
5.4645,-0.3687,-9.9431,0.0407
5.4676,-0.3998,-9.9503,0.1341
5.4707,-0.4310,-9.9168,0.1077
5.4737,-0.4693,-9.9144,0.1365
5.4768,-0.3831,-9.9000,0.0838
5.4799,-0.4166,-9.9790,0.0790
5.4830,-0.4334,-9.9503,0.1700
5.4862,-0.4381,-9.9407,0.1149
5.4893,-0.5842,-9.9048,0.1939
5.4923,-0.4094,-10.0533,0.0431
5.4954,-0.3735,-9.9072,0.0910
5.4985,-0.4334,-9.9216,0.0168
5.5015,-0.4357,-9.8904,0.2682
5.5046,-0.4405,-9.8186,0.2921
5.5076,-0.4070,-9.9527,0.2945
5.5107,-0.4022,-9.9647,0.1317
5.5138,-0.4357,-9.8737,0.0742
5.5168,-0.4501,-9.9168,0.0168
5.5199,-0.4741,-10.0221,0.1556
5.5230,-0.4166,-9.9599,0.1221
5.5260,-0.3328,-10.0054,0.1460
5.5291,-0.4118,-9.9216,0.1365
5.5321,-0.3926,-9.9431,0.0814
5.5352,-0.4118,-9.9335,0.0718
5.5384,-0.3735,-9.9144,-0.0527
5.5415,-0.3663,-9.9742,0.2203
5.5446,-0.4884,-9.8306,0.1269
5.5476,-0.4884,-9.9575,0.1053
5.5507,-0.3998,-9.9240,0.1748
5.5538,-0.3783,-9.9982,0.1700
5.5568,-0.4405,-9.9024,0.1413
5.5599,-0.4214,-9.9575,0.1053
5.5629,-0.4142,-9.9024,0.1269
5.5660,-0.4405,-9.9886,0.0551
5.5691,-0.4334,-9.9527,0.0814
5.5721,-0.4501,-9.9335,0.0718
5.5752,-0.6033,-9.9575,0.1724
5.5783,-0.3567,-9.8234,0.1437
5.5813,-0.3615,-9.9695,0.0383
5.5844,-0.4214,-9.9311,0.0527
5.5875,-0.4381,-9.9551,0.1317
5.5907,-0.3400,-9.9790,0.0527
5.5938,-0.4477,-9.9120,0.2322
5.5969,-0.4357,-9.9431,0.2155
5.5999,-0.3567,-9.9311,0.0814
5.6030,-0.4357,-9.9240,0.1197
5.6061,-0.4142,-9.9240,0.1341
5.6091,-0.4070,-9.9575,0.0383
5.6122,-0.3879,-9.9192,0.0670
5.6152,-0.3879,-9.9216,0.1053
5.6183,-0.3950,-9.8976,0.1628
5.6214,-0.4405,-9.9335,0.0790
5.6244,-0.4477,-9.9096,0.0622
5.6275,-0.4525,-9.8785,0.0910
5.6306,-0.4214,-9.9982,0.2394
5.6337,-0.4501,-9.9527,0.0311
5.6367,-0.4022,-9.9240,0.3017
5.6398,-0.4286,-9.9862,0.2227
5.6428,-0.4597,-9.9407,0.0551
5.6459,-0.4956,-9.9359,0.0982
5.6490,-0.4046,-9.9120,0.1101
5.6520,-0.3974,-9.9288,0.1101
5.6551,-0.3974,-9.9216,0.2083
5.6582,-0.4214,-9.9766,0.1437
5.6612,-0.4453,-9.9096,0.0431
5.6643,-0.3424,-9.9000,0.1245
5.6673,-0.5986,-9.8928,0.0479
5.6704,-0.3687,-9.9144,0.0503
5.6735,-0.3280,-9.9264,0.1484
5.6766,-0.4334,-9.9335,0.2729
5.6796,-0.4214,-9.9671,0.0096
5.6827,-0.3903,-9.8904,0.0383
5.6857,-0.3950,-9.9431,0.2322
5.6888,-0.5052,-9.9551,0.1197
5.6919,-0.3591,-9.9479,0.1796
5.6950,-0.4070,-9.9862,0.1532
